week_ending,sessions,organic_sessions,gsc_clicks,gsc_impressions,gsc_ctr,avg_position,primary_cta_clicks,lead_starts,leads_submitted,qualified_leads,calls_booked,proposals,wins,external_links_snapshot,release_notes,data_qa_notes
YYYY-MM-DD,,,,,,,,,,,,,,,,
YYYY-MM-DD,,,,,,,,,,,,,,,,
YYYY-MM-DD,,,,,,,,,,,,,,,,
YYYY-MM-DD,,,,,,,,,,,,,,,,
YYYY-MM-DD,,,,,,,,,,,,,,,,
YYYY-MM-DD,,,,,,,,,,,,,,,,
YYYY-MM-DD,,,,,,,,,,,,,,,,
YYYY-MM-DD,,,,,,,,,,,,,,,,
YYYY-MM-DD,,,,,,,,,,,,,,,,
YYYY-MM-DD,,,,,,,,,,,,,,,,
YYYY-MM-DD,,,,,,,,,,,,,,,,
YYYY-MM-DD,,,,,,,,,,,,,,,,
